,Max,Min,Peak-to-peak,Mean,Standard Dev.,RMS,Kurtosis,Skewness,Crest,Form factor,Variation Coefficient
PData.PEff,169.737,0.065,169.672,0.3548785114203203,1.5018680684575751,1.5431780222350457,11002.950637787155,102.00637633954508,109.9918464067828,4.34846848308405,4.232062579519653
Vib03.FrequencyBands,91.789,0.264,91.525,0.3376082258834766,0.8823417059302521,0.9447008661688178,7118.511023873692,74.4601139938451,97.16197294519823,2.7982163754945812,2.613507723697428
Vib01.FrequencyBands,133.198,0.264,132.934,0.3340141073080481,1.404602031245341,1.4437306614552756,6390.982474216581,75.00015484559442,92.25959076448295,4.322364324940861,4.205217685461206
Vib02.FrequencyBands,133.502,0.264,133.238,0.3322637451115712,1.373505778037356,1.4130848605838964,6962.299737314139,79.09286164985261,94.47557165451201,4.2529011406567845,4.13378166665805
Vib03.Peak,6.587,0.259,6.327999999999999,0.32290489175802767,0.09809895667971284,0.3374765752862523,935.398472210466,17.220894826048358,19.518391741449953,1.0451268590230713,0.30380139534468364
Vib02.Peak,6.587,0.26,6.327,0.3040548131845098,0.05876172472541662,0.3096806238209125,6869.113779196288,66.5769353546326,21.27030073347193,1.018502619897646,0.19326030102920358
Vib01.Peak,6.587,0.264,6.3229999999999995,0.3033395200501908,0.05635942302094565,0.3085305218603716,8097.459845790832,74.67811882718706,21.349589532607112,1.017112843751193,0.18579650621066574
Vib03.CREST,6.587,0.259,6.327999999999999,0.30250132944059227,0.05434724563621346,0.3073443076333916,9343.522901097258,82.79328439029898,21.43198958432361,1.0160097749049741,0.1796595265770117
Vib02.CREST,6.587,0.26,6.327,0.3011354577537887,0.05415365438111085,0.30596573337209515,9622.591947483674,87.85894035587553,21.528554611013675,1.0160402087961882,0.1798315441995788
Vib02.Kurtosis,6.587,0.26,6.327,0.30082320613853175,0.05340724925978475,0.3055270654846716,10172.025162258235,91.63791610127844,21.559464754949744,1.0156366239377612,0.1775369990411918
Vib02.Skewness,6.587,0.26,6.327,0.30069848673300165,0.052535568866769654,0.30525304729940395,10847.153681464708,95.61156707278593,21.57881815849398,1.0151466028841256,0.17471178334667647
Vib01.CREST,6.587,0.264,6.3229999999999995,0.3006205896067561,0.04808956808320853,0.30444248329689044,15149.292273910734,116.8466037601264,21.636270761779322,1.0127133463983082,0.15996764608210912
Vib01.Kurtosis,6.587,0.26,6.327,0.30048047643707926,0.048784780894687935,0.3044147636316843,14346.333095592463,113.38490654343468,21.638240936204078,1.013093320542005,0.16235590901994423
Vib03.Kurtosis,6.587,0.259,6.327999999999999,0.3004338010666391,0.04780712943296342,0.3042135304467423,15508.562453326627,119.04561511436904,21.65255434341427,1.0125809058990165,0.15912699990224916
Vib01.Skewness,6.587,0.26,6.327,0.30032494824016565,0.04705527902776233,0.30398874849778657,16510.395454575206,124.29822155524272,21.66856514443646,1.0121994535555237,0.15668121913778835
Vib03.Skewness,6.587,0.259,6.327999999999999,0.30032494824016565,0.04705361794367714,0.3039884913916162,16512.727418335206,124.311353932933,21.668583471188818,1.0121985974622425,0.15667568818175248
CutTime,12.309,0.061,12.248,0.1530512483966232,0.7899060233993755,0.8045853576834009,218.48889706189445,14.84621038014152,15.298563269210662,5.256966970947965,5.161055735738797
PData.CutEnergy,12.309,0.061,12.248,0.1530512483966232,0.7899056440831145,0.8045849852987235,218.48883901341927,14.846207147160685,15.298570349818245,5.256964537876159,5.161053257377692
TData.T_IR,6.587,0.056,6.531,0.13810500761614622,0.0922211451339414,0.16606483770438035,586.1180418622033,11.214481309957224,39.66523010563995,1.2024534125941808,0.6677610517227877
Position,6.587,0.059,6.528,0.12377352332600951,0.06811997283304307,0.1412802774276506,1755.2157211899698,21.636635030253448,46.62363438076622,1.1414418336911174,0.5503598104226259
P_Vorschub,6.587,0.059,6.528,0.10602358895649473,0.04293250877426581,0.11438604830219126,9532.92981105995,66.36619606090774,57.58569421506814,1.0788735735886845,0.4049335548514827
Position_Band,267.511,0.01,267.50100000000003,0.06150590232067282,0.9227369410908712,0.9247795277219588,76870.8038054753,267.6024566536394,289.270028131969,15.035622482220377,15.0024128786861
